record_id,lat,common_name,sci_name,species_abbreviation,count
4135014,-52,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,4
4135014,-52,Sooty shearwater,Puffinus griseus,PUFGRI,232
4135014,-52,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,3
4135015,-52,Prion (unidentified),Pachyptila sp,PACSP,3
4135015,-52,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135015,-52,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135016,-53,Prion (unidentified),Pachyptila sp,PACSP,2
4135016,-53,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135017,-53,White-headed petrel,Pterodroma lessonii,PTELES,1
4135017,-53,Prion (unidentified),Pachyptila sp,PACSP,1
4135017,-53,Sooty shearwater,Puffinus griseus,PUFGRI,3
4135018,-55,Southern giant petrel,Macronectes giganteus,MACGIG,3
4135018,-55,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135018,-55,Sooty shearwater,Puffinus griseus,PUFGRI,135
4135018,-55,Black-bellied storm petrel,Fregetta tropica,FRETRO,1
4135018,-55,Antarctic prion,Pachyptila desolata,PACDES,19
4135019,-55,Southern giant petrel,Macronectes giganteus,MACGIG,2
4135019,-55,Antarctic prion,Pachyptila desolata,PACDES,1
4135020,-55,Sooty shearwater,Puffinus griseus,PUFGRI,120
4135020,-55,Antarctic prion,Pachyptila desolata,PACDES,20
4135021,-56,Sooty shearwater,Puffinus griseus,PUFGRI,6
4135022,-56,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135022,-56,Sooty shearwater,Puffinus griseus,PUFGRI,110
4135022,-56,Antarctic prion,Pachyptila desolata,PACDES,1
4135023,-56,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1
4135023,-56,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,2
4135023,-56,Southern giant petrel,Macronectes giganteus,MACGIG,2
4135023,-56,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
4135023,-56,Sooty shearwater,Puffinus griseus,PUFGRI,1
4135023,-56,Antarctic prion,Pachyptila desolata,PACDES,1
4135024,-56,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135025,-56,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
4135025,-56,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135025,-56,Antarctic prion,Pachyptila desolata,PACDES,6
4135026,-56,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
4135026,-56,Antarctic tern,Sterna vittata,STEVIT,1
4135027,-56,White-headed petrel,Pterodroma lessonii,PTELES,1
4135027,-56,Antarctic prion,Pachyptila desolata,PACDES,6
4135028,-56,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135028,-56,Antarctic prion,Pachyptila desolata,PACDES,1
4135029,-57,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135029,-57,Blue petrel,Halobaena caerulea,HALCAE,1
4135029,-57,Sooty shearwater,Puffinus griseus,PUFGRI,2
4135029,-57,Arctic tern,Sterna paradisaea,STEPAR2,1
4135030,-57,Blue petrel,Halobaena caerulea,HALCAE,1
4135030,-57,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135031,-57,Blue petrel,Halobaena caerulea,HALCAE,3
4135031,-57,Antarctic prion,Pachyptila desolata,PACDES,1
4135032,-57,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
4135032,-57,White-headed petrel,Pterodroma lessonii,PTELES,1
4135032,-57,Blue petrel,Halobaena caerulea,HALCAE,2
4135032,-57,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135032,-57,Arctic tern,Sterna paradisaea,STEPAR2,1
4135033,-58,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
4135033,-58,Blue petrel,Halobaena caerulea,HALCAE,12
4135033,-58,Antarctic prion,Pachyptila desolata,PACDES,10
4135034,-58,Blue petrel,Halobaena caerulea,HALCAE,6
4135034,-58,Antarctic prion,Pachyptila desolata,PACDES,2
4135035,-59,Blue petrel,Halobaena caerulea,HALCAE,9
4135035,-59,Antarctic prion,Pachyptila desolata,PACDES,7
4135036,-59,Blue petrel,Halobaena caerulea,HALCAE,8
4135036,-59,Antarctic prion,Pachyptila desolata,PACDES,4
4135037,-59,Blue petrel,Halobaena caerulea,HALCAE,3
4135037,-59,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135037,-59,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135037,-59,Antarctic prion,Pachyptila desolata,PACDES,5
4135038,-59,Blue petrel,Halobaena caerulea,HALCAE,6
4135038,-59,Antarctic prion,Pachyptila desolata,PACDES,4
4135039,-59,Blue petrel,Halobaena caerulea,HALCAE,3
4135039,-59,Black-bellied storm petrel,Fregetta tropica,FRETRO,1
4135039,-59,Antarctic prion,Pachyptila desolata,PACDES,2
4135040,-59,Southern giant petrel,Macronectes giganteus ,MACGIG,1
4135040,-59,Blue petrel,Halobaena caerulea,HALCAE,1
4135040,-59,Antarctic prion,Pachyptila desolata,PACDES,3
4135041,-59,Cape petrel,Daption capense,DAPCAP,3
4135041,-59,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135041,-59,Antarctic prion,Pachyptila desolata,PACDES,6
4135042,-59,Blue petrel,Halobaena caerulea,HALCAE,2
4135042,-59,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135042,-59,Antarctic prion,Pachyptila desolata,PACDES,6
4135043,-59,Antarctic prion,Pachyptila desolata,PACDES,12
4135044,-60,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135044,-60,Cape petrel,Daption capense,DAPCAP,1
4135044,-60,Blue petrel,Halobaena caerulea,HALCAE,8
4135044,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,12
4135044,-60,Antarctic prion,Pachyptila desolata,PACDES,26
4135045,-60,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135045,-60,Cape petrel,Daption capense,DAPCAP,1
4135045,-60,White-headed petrel,Pterodroma lessonii,PTELES,1
4135045,-60,Blue petrel,Halobaena caerulea,HALCAE,4
4135045,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6
4135045,-60,Antarctic prion,Pachyptila desolata,PACDES,10
4135046,-60,Blue petrel,Halobaena caerulea,HALCAE,1
4135046,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,11
4135046,-60,Antarctic prion,Pachyptila desolata,PACDES,2
4135047,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,4
4135047,-60,Antarctic prion,Pachyptila desolata,PACDES,6
4135048,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6
4135048,-60,Antarctic prion,Pachyptila desolata,PACDES,1
4135049,-61,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,2
4135049,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,7
4135049,-61,Antarctic prion,Pachyptila desolata,PACDES,9
4135050,-61,White-headed petrel,Pterodroma lessonii,PTELES,1
4135050,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,7
4135050,-61,Antarctic prion,Pachyptila desolata,PACDES,20
4135051,-61,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135051,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5
4135051,-61,Antarctic prion,Pachyptila desolata,PACDES,12
4135052,-60,Cape petrel,Daption capense,DAPCAP,1
4135052,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,11
4135052,-60,Antarctic prion,Pachyptila desolata,PACDES,22
4135053,-60,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135053,-60,Blue petrel,Halobaena caerulea,HALCAE,2
4135053,-60,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,36
4135053,-60,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135053,-60,Antarctic prion,Pachyptila desolata,PACDES,8
4135054,-61,Cape petrel,Daption capense,DAPCAP,4
4135054,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,24
4135054,-61,Antarctic prion,Pachyptila desolata,PACDES,12
4135055,-61,Cape petrel,Daption capense,DAPCAP,12
4135055,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,10
4135055,-61,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135055,-61,Antarctic prion,Pachyptila desolata,PACDES,108
4135056,-61,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135056,-61,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135056,-61,Cape petrel,Daption capense,DAPCAP,10
4135056,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5
4135056,-61,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,3
4135056,-61,Snow petrel,Pagodroma nivea,PAGNIV,2
4135056,-61,Antarctic prion,Pachyptila desolata,PACDES,15
4135057,-61,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135057,-61,Cape petrel,Daption capense,DAPCAP,1
4135057,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
4135058,-61,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135058,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
4135058,-61,Arctic tern,Sterna paradisaea,STEPAR2,37
4135059,-61,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135059,-61,Cape petrel,Daption capense,DAPCAP,12
4135059,-61,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
4135059,-61,Antarctic petrel,Thalassoica antarctica,THAANT,10
4135059,-61,Snow petrel,Pagodroma nivea,PAGNIV,1
4135060,-62,Antarctic petrel,Thalassoica antarctica,THAANT,4
4135060,-62,Snow petrel,Pagodroma nivea,PAGNIV,8
4135061,-63,Arctic tern,Sterna paradisaea,STEPAR2,5
4135061,-63,Snow petrel,Pagodroma nivea,PAGNIV,1
4135062,-63,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2
4135062,-63,Arctic tern,Sterna paradisaea,STEPAR2,101
4135062,-63,Antarctic petrel,Thalassoica antarctica,THAANT,41
4135062,-63,Snow petrel,Pagodroma nivea,PAGNIV,1
4135063,-63,[NO BIRDS RECORDED],NA,NA,NA
4135064,-63,Snow petrel,Pagodroma nivea,PAGNIV,2
4135065,-64,[NO BIRDS RECORDED],NA,NA,NA
4135066,-64,Arctic tern,Sterna paradisaea,STEPAR2,20
4135066,-64,Snow petrel,Pagodroma nivea,PAGNIV,2
4135067,-65,Snow petrel,Pagodroma nivea,PAGNIV,3
4135068,-65,Snow petrel,Pagodroma nivea,PAGNIV,1
4135069,-65,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135069,-65,Snow petrel,Pagodroma nivea,PAGNIV,2
4135070,-64,South Polar skua,Catharacta maccormicki,CATMAC,1
4135070,-64,Emperor penguin,Aptenodytes forsteri,APTFOR,1
4135071,-64,[NO BIRDS RECORDED],NA,NA,NA
4135072,-63,Cape petrel,Daption capense,DAPCAP,1
4135072,-63,Snow petrel,Pagodroma nivea,PAGNIV,1
4135073,-63,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135073,-63,Cape petrel,Daption capense,DAPCAP,1
4135073,-63,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135073,-63,Snow petrel,Pagodroma nivea,PAGNIV,3
4135074,-63,Cape petrel,Daption capense,DAPCAP,1
4135074,-63,Antarctic petrel,Thalassoica antarctica,THAANT,1
4135075,-63,Sooty albatross,Phoebetria fusca,PHOFUS,1
4135075,-63,Blue petrel,Halobaena caerulea,HALCAE,1
4135075,-63,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135076,-63,Cape petrel,Daption capense,DAPCAP,4
4135076,-63,Prion (unidentified),Pachyptila sp,PACSP,2
4135076,-63,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5
4135077,-63,Sooty albatross,Phoebetria fusca,PHOFUS,2
4135077,-63,Cape petrel,Daption capense,DAPCAP,8
4135077,-63,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,8
4135077,-63,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,1
4135077,-63,Antarctic prion,Pachyptila desolata,PACDES,4
4135078,-64,Cape petrel,Daption capense,DAPCAP,2
4135078,-64,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,9
4135078,-64,Antarctic prion,Pachyptila desolata,PACDES,6
4135079,-64,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135079,-64,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
4135079,-64,Antarctic prion,Pachyptila desolata,PACDES,12
4135080,-64,Southern giant petrel,Macronectes giganteus,MACGIG,1
4135080,-64,Cape petrel,Daption capense,DAPCAP,1
4135080,-64,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
4135080,-64,Antarctic prion,Pachyptila desolata,PACDES,140
4135081,-64,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135081,-64,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,5
4135081,-64,Antarctic prion,Pachyptila desolata,PACDES,1
4135082,-65,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,3
4135082,-65,Cape petrel,Daption capense,DAPCAP,1
4135082,-65,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6
4135082,-65,Antarctic prion,Pachyptila desolata,PACDES,3
4135083,-65,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,4
4135083,-65,Antarctic fulmar,Fulmarus glacialoides,FULGLA,2
4135083,-65,Cape petrel,Daption capense,DAPCAP,4
4135083,-65,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,8
4135083,-65,Antarctic petrel,Thalassoica antarctica,THAANT,13
4135083,-65,Antarctic prion,Pachyptila desolata,PACDES,2
4135084,-66,Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,1
4135084,-66,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135084,-66,Cape petrel,Daption capense,DAPCAP,2
4135084,-66,Arctic tern,Sterna paradisaea,STEPAR2,9
4135084,-66,Snow petrel,Pagodroma nivea,PAGNIV,5
4135085,-66,Cape petrel,Daption capense,DAPCAP,2
4135085,-66,Antarctic petrel,Thalassoica antarctica,THAANT,5
4135085,-66,Snow petrel,Pagodroma nivea,PAGNIV,9
4135086,-66,Antarctic fulmar,Fulmarus glacialoides,FULGLA,1
4135086,-66,Cape petrel,Daption capense,DAPCAP,2
4135086,-66,Antarctic petrel,Thalassoica antarctica,THAANT,16
4135086,-66,Snow petrel,Pagodroma nivea,PAGNIV,11
4135087,-67,Cape petrel,Daption capense,DAPCAP,4
4135087,-67,Antarctic petrel,Thalassoica antarctica,THAANT,1
4135087,-67,Snow petrel,Pagodroma nivea,PAGNIV,20
4135088,-67,Cape petrel,Daption capense,DAPCAP,3
4135088,-67,South Polar skua,Catharacta maccormicki,CATMAC,1
4135088,-67,Snow petrel,Pagodroma nivea,PAGNIV,6
4135088,-67,Adelie penguin,Pygoscelis adeliae,PYGADE,1
4210001,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
4210001,-38,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2
4210001,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
4210001,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
4210001,-38,Albatross (unidentified),NA,ALBUNI,4
4210001,-38,Fairy prion,Pachyptila turtur,PACTUR,NA
4210001,-38,Prion (unidentified),Pachyptila sp,PACSP,NA
4210001,-38,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2
4210001,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,NA
4210001,-38,Australasian gannet,Morus serrator,MORSER,1
4210002,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
4210002,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
4210002,-38,Prion (unidentified),Pachyptila sp,PACSP,NA
4210002,-38,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2
4210002,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2
4210003,-38,Subantarctic skua,Catharacta antarctica,CATANT,1
4210004,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
4210004,-38,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
4210004,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
4210005,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
4210006,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
4210006,-38,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
4210006,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,2
4210006,-38,Prion (unidentified),Pachyptila sp,PACSP,NA
4210006,-38,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,4
4210006,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,NA
4210006,-38,Australasian gannet,Morus serrator,MORSER,1
4210007,-38,Sooty shearwater,Puffinus griseus,PUFGRI,1
4210008,-38.75,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
4210008,-38.75,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,1
4210008,-38.75,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
4210008,-38.75,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
4210008,-38.75,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
4210008,-38.75,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,1
4210009,-38,Fluttering shearwater,Puffinus gavia,PUFGAV,20
4210009,-38,Arctic skua,Stercorarius parasiticus,STEPAR1,2
4210009,-38,Crested tern,Sterna bergii,STEBER,NA
5010001,-35,Gadfly petrel (unidentified),Pterodroma sp.,PTESP,1
5010001,-35,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,4
5010001,-35,Buller's shearwater,Puffinus bulleri,PUFBUL,5
5010001,-35,Australasian gannet,Morus serrator,MORSER,1
5010002,-34,Prion (unidentified),Pachyptila sp,PACSP,10
5010002,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,13
5010002,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,480
5010002,-34,White-faced storm petrel,Pelagodroma marina,PELMAR,1
5010003,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,3
5010004,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,1
5010004,-34,White-faced storm petrel,Pelagodroma marina,PELMAR,1
5010005,-34,Prion (unidentified),Pachyptila sp,PACSP,1
5010005,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2
5010005,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,2
5010006,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,2
5010006,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,2
5010007,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
5010007,-34,Southern black-backed gull,Larus dominicanus,LARDOM,1
5010008,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010008,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,11
5010008,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,604
5010008,-34,Australasian gannet,Morus serrator,MORSER,2
5010008,-34,Southern black-backed gull,Larus dominicanus,LARDOM,8
5010009,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,3
5010009,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,25
5010009,-34,White-faced storm petrel,Pelagodroma marina,PELMAR,1
5010009,-34,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,1
5010009,-34,Australasian gannet,Morus serrator,MORSER,5
5010009,-34,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
5010010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
5010010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
5010011,-35,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
5010012,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010012,-35,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
5010013,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010014,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010015,-35,[NO BIRDS RECORDED],NA,NA,NA
5010016,-35,[NO BIRDS RECORDED],NA,NA,NA
5010017,-35,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
5010018,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010019,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010020,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010020,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010021,-36,[NO BIRDS RECORDED],NA,NA,NA
5010022,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010022,-36,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
5010023,-36,All dark petrel (unidentified),NA,DRKPUN,1
5010024,-36,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,1
5010024,-36,Red-tailed tropicbird,Phaethon rubricauda,PHARUB,2
5010025,-36,Red-tailed tropicbird,Phaethon rubricauda,PHARUB,2
5010026,-36,Red-tailed tropicbird,Phaethon rubricauda,PHARUB,1
5010027,-36,[NO BIRDS RECORDED],NA,NA,NA
5010028,-37,Red-tailed tropicbird,Phaethon rubricauda,PHARUB,1
5010029,-37,[NO BIRDS RECORDED],NA,NA,NA
5010030,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010030,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010030,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010030,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,4
5010031,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,4
5010032,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,4
5010033,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,6
5010034,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
5010035,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
5010036,-38,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
5010037,-38,[NO BIRDS RECORDED],NA,NA,NA
5010038,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5010038,-38,Sooty shearwater,Puffinus griseus,PUFGRI,1
5010039,-38,Prion (unidentified),Pachyptila sp,PACSP,15
5010039,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,3000
5010040,-38,Prion (unidentified),Pachyptila sp,PACSP,3
5010040,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,150
5010041,-38,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,10
5010041,-38,Pacific gull,Larus pacificus,LARPAC,1
5010042,-38,[NO BIRDS RECORDED],NA,NA,NA
5010043,-38,[NO BIRDS RECORDED],NA,NA,NA
5010044,-38,Australasian gannet,Morus serrator,MORSER,1
5010045,-38,Australasian gannet,Morus serrator,MORSER,2
5010045,-38,Arctic skua,Stercorarius parasiticus,STEPAR1,3
5010045,-38,Red-billed gull,Larus novaehollandiae,LARNOV,100
5010045,-38,Crested tern,Sterna bergii,STEBER,4
5011001,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
5011002,-38,[NO BIRDS RECORDED],NA,NA,NA
5011003,-38,Australasian gannet,Morus serrator,MORSER,2
5011003,-38,Red-billed gull,Larus novaehollandiae,LARNOV,2
5011004,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,6
5011004,-38,Red-billed gull,Larus novaehollandiae,LARNOV,1
5011005,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5011005,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5011005,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,23
5011006,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5011006,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5011006,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,50
5011006,-38,Australasian gannet,Morus serrator,MORSER,30
5011007,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
5011007,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
5011007,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,2
5011008,-37,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
5011008,-37,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,3
5011008,-37,Australasian gannet,Morus serrator,MORSER,4
5011008,-37,Australasian gannet,Morus serrator,MORSER,5
5011008,-37,Arctic skua,Stercorarius parasiticus,STEPAR1,1
5012001,-37,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
5012001,-37,Crested tern,Sterna bergii,STEBER,1
5012002,-37,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5012002,-37,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,NA
5012002,-37,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,43
5012002,-37,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,9
5012002,-37,Australasian gannet,Morus serrator,MORSER,1
5012003,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
5012003,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,1
5012003,-38,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,3
5012004,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5012004,-38,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
5012004,-38,Arctic skua,Stercorarius parasiticus,STEPAR1,1
5012005,-38,Crested tern,Sterna bergii,STEBER,3
5012006,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,4
5012006,-38,Arctic skua,Stercorarius parasiticus,STEPAR1,1
5012007,-38,Yellow-nosed mollymawk,Thalassarche carteri / chlororhynchos,THACARCHL,2
5012007,-38,Australasian gannet,Morus serrator,MORSER,1
5012007,-38,Australasian gannet,Morus serrator,MORSER,1
5012008,-38,Australasian gannet,Morus serrator,MORSER,4
5012008,-38,Australasian gannet,Morus serrator,MORSER,5
5012009,-39,Pacific gull,Larus pacificus,LARPAC,1
5012010,-38,[NO BIRDS RECORDED],NA,NA,NA
5012011,-38,[NO BIRDS RECORDED],NA,NA,NA
5012012,-38,[NO BIRDS RECORDED],NA,NA,NA
5012013,-38,Arctic skua,Stercorarius parasiticus,STEPAR1,2
5012014,-38,[NO BIRDS RECORDED],NA,NA,NA
5012015,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
5012016,-38,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
