record_id,lat,common_name,sci_name,species_abbreviation,count
1083001,-45.916666666666664,Royal / Wandering albatross,Diomedea epomophora / sanfordi / antipodensis / exulans,DIOEPOSANANTEXU,6
1083001,-45.916666666666664,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1083001,-45.916666666666664,Cape petrel,Daption capense,DAPCAP,8
1083001,-45.916666666666664,Fairy prion,Pachyptila turtur,PACTUR,2
1083001,-45.916666666666664,Sooty shearwater,Puffinus griseus,PUFGRI,4
1084001,-35.53333333333333,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,10
1084001,-35.53333333333333,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1084001,-35.53333333333333,Sooty shearwater,Puffinus griseus,PUFGRI,18
1084002,-37.666666666666664,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,10
1084002,-37.666666666666664,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1084002,-37.666666666666664,Cape petrel,Daption capense,DAPCAP,2
1084002,-37.666666666666664,Prion (unidentified),Pachyptila sp,PACSP,2
1084002,-37.666666666666664,Sooty shearwater,Puffinus griseus,PUFGRI,8
1084002,-37.666666666666664,Seabird (Unidentified),NA,SEABUN,1
1084003,-40,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,14
1084003,-40,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,4
1084003,-40,Giant petrel,Macronectes sp.,MACSP,3
1084003,-40,Cape petrel,Daption capense,DAPCAP,8
1084003,-40,Fairy prion,Pachyptila turtur,PACTUR,18
1086001,-36.166666666666664,Fairy prion,Pachyptila turtur,PACTUR,6
1086001,-36.166666666666664,Black petrel,Procellaria parkinsoni,PROPAR,55
1086001,-36.166666666666664,Australasian gannet,Morus serrator,MORSER,12
1086002,-35.416666666666664,Wilson's storm petrel,Oceanites oceanicus,OCEOCE,22
1086002,-35.416666666666664,Australasian gannet,Morus serrator,MORSER,7
1086003,-35.25,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086003,-35.25,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1086003,-35.25,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086003,-35.25,Northern giant petrel,Macronectes halli,MACHAL,3
1086003,-35.25,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1086003,-35.25,Sooty shearwater,Puffinus griseus,PUFGRI,1
1086004,-35.3,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086004,-35.3,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1086004,-35.3,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086004,-35.3,Northern giant petrel,Macronectes halli,MACHAL,1
1086004,-35.3,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1086005,-36.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1086005,-36.5,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1086005,-36.5,Northern royal albatross,Diomedea sanfordi,DIOSAN,2
1086005,-36.5,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,4
1086005,-36.5,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2
1086005,-36.5,Petrel (unidentified),NA,PETRUN,2
1086006,-36.333333333333336,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1086006,-36.333333333333336,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,3
1086007,-39.18333333333333,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,1
1086007,-39.18333333333333,Sooty shearwater,Puffinus griseus,PUFGRI,1
1086007,-39.18333333333333,Australasian gannet,Morus serrator,MORSER,1
1087001,NA,[NO BIRDS RECORDED],NA,NA,NA
1087002,-39.666666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087002,-39.666666666666664,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087002,-39.666666666666664,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087002,-39.666666666666664,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,3
1087003,-39.666666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087003,-39.666666666666664,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087003,-39.666666666666664,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087003,-39.666666666666664,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,6
1087003,-39.666666666666664,Sooty shearwater,Puffinus griseus,PUFGRI,48
1087003,-39.666666666666664,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,1
1087004,-39.85,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087004,-39.85,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087004,-39.85,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087005,-39.93333333333333,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087005,-39.93333333333333,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087005,-39.93333333333333,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087006,-40,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1087006,-40,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,2
1087006,-40,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1087007,-40,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,2
1087008,-40.1,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087008,-40.1,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087008,-40.1,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1087008,-40.1,Southern royal albatross,Diomedea epomophora,DIOEPO,3
1087008,-40.1,Cape petrel,Daption capense,DAPCAP,4
1087008,-40.1,Broad-billed prion,Pachyptila vittata,PACVIT,48
1087009,-40.166666666666664,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1087009,-40.166666666666664,Royal albatross,Diomedea epomophora / sanfordi,DIOEPOSAN,1
1087009,-40.166666666666664,Fairy prion,Pachyptila turtur,PACTUR,4
1087009,-40.166666666666664,Buller's shearwater,Puffinus bulleri,PUFBUL,4
1087009,-40.166666666666664,Sooty shearwater,Puffinus griseus,PUFGRI,2
1087009,-40.166666666666664,Broad-billed prion,Pachyptila vittata,PACVIT,32
1087010,-40.2,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1087010,-40.2,Buller's shearwater,Puffinus bulleri,PUFBUL,2
1087010,-40.2,Skua (unidentified),Catharacta / Stercorarius sp.,SKUAUN,1
1087011,-40.21666666666667,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1087011,-40.21666666666667,Cape petrel,Daption capense,DAPCAP,3
1087011,-40.21666666666667,Buller's shearwater,Puffinus bulleri,PUFBUL,15
1087011,-40.21666666666667,Sooty shearwater,Puffinus griseus,PUFGRI,2
1087011,-40.21666666666667,Australasian gannet,Morus serrator,MORSER,2
1088001,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1088001,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088001,-33,Cape petrel,Daption capense,DAPCAP,5
1088001,-33,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,1
1088001,-33,Subantarctic skua,Catharacta antarctica,CATANT,1
1088002,-33,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,40
1088002,-33,Black-winged petrel,Pterodroma nigripennis,PTENIG,2
1088003,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1088003,-34,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088003,-34,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088003,-34,Cape petrel,Daption capense,DAPCAP,3
1088003,-34,Pomarine skua,Stercorarius pomarinus,STEPOM,2
1088004,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1088004,-35,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,5
1088004,-35,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088004,-35,Giant petrel,Macronectes sp.,MACSP,1
1088004,-35,Cape petrel,Daption capense,DAPCAP,4
1088004,-35,Shearwater (unidentified),Puffinus sp.,PUFSP,2
1088005,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1088005,-36,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,7
1088005,-36,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088005,-36,Cape petrel,Daption capense,DAPCAP,3
1088005,-36,Sooty shearwater,Puffinus griseus,PUFGRI,2
1088006,-37,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1088006,-37,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088006,-37,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088006,-37,Giant petrel,Macronectes sp.,MACSP,1
1088006,-37,Cape petrel,Daption capense,DAPCAP,2
1088007,-39,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1088007,-39,Cape petrel,Daption capense,DAPCAP,1
1088007,-39,Sooty shearwater,Puffinus griseus,PUFGRI,4
1088008,-40,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1088008,-40,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1088008,-40,Cape petrel,Daption capense,DAPCAP,6
1088008,-40,Prion (unidentified),Pachyptila sp,PACSP,5
1088008,-40,Sooty shearwater,Puffinus griseus,PUFGRI,26
1088008,-40,Black-bellied storm petrel,Fregetta tropica,FRETRO,5
1088008,-40,Tern (unidentified),Sterna sp.,STENSP,1
1088009,-40,Shearwater (unidentified),Puffinus sp.,PUFSP,100
1088010,-40,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,11
1088010,-40,Cape petrel,Daption capense,DAPCAP,4
1088010,-40,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
1088010,-40,White-headed petrel,Pterodroma lessonii,PTELES,1
1088010,-40,Prion (unidentified),Pachyptila sp,PACSP,1
1088010,-40,Sooty shearwater,Puffinus griseus,PUFGRI,32
1088010,-40,White-bellied storm petrel,Fregetta grallaria,FREGRA,4
1088011,-41,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,11
1088011,-41,Giant petrel,Macronectes sp.,MACSP,2
1088011,-41,Cape petrel,Daption capense,DAPCAP,5
1088011,-41,Prion (unidentified),Pachyptila sp,PACSP,100
1088011,-41,Shearwater (unidentified),Puffinus sp.,PUFSP,8
1088011,-41,Black-winged petrel,Pterodroma nigripennis,PTENIG,1
1088012,-42,Cape petrel,Daption capense,DAPCAP,1
1088013,-42,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088013,-42,Cape petrel,Daption capense,DAPCAP,2
1088013,-42,Tern (unidentified),Sterna sp.,STENSP,1
1088014,-43,Giant petrel,Macronectes sp.,MACSP,1
1088014,-43,Cape petrel,Daption capense,DAPCAP,1
1088014,-43,Black-bellied storm petrel,Fregetta tropica,FRETRO,1
1088015,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088015,-44,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088015,-44,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1
1088015,-44,Giant petrel,Macronectes sp.,MACSP,9
1088015,-44,Cape petrel,Daption capense,DAPCAP,27
1088015,-44,White-headed petrel,Pterodroma lessonii,PTELES,1
1088015,-44,Black-bellied storm petrel,Fregetta tropica,FRETRO,3
1088016,-46,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1088016,-46,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1088016,-46,Giant petrel,Macronectes sp.,MACSP,5
1088016,-46,Cape petrel,Daption capense,DAPCAP,5
1088017,-46,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1088017,-46,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,5
1088017,-46,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1088017,-46,Buller's mollymawk,Thalassarche bulleri,THABUL,3
1088017,-46,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2
1088017,-46,Giant petrel,Macronectes sp.,MACSP,4
1088017,-46,Cape petrel,Daption capense,DAPCAP,25
1088017,-46,Prion (unidentified),Pachyptila sp,PACSP,20
1092001,-36,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092001,-36,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1092001,-36,Giant petrel,Macronectes sp.,MACSP,3
1092001,-36,Cape petrel,Daption capense,DAPCAP,2
1092001,-36,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,8
1092001,-36,Buller's shearwater,Puffinus bulleri,PUFBUL,2
1092001,-36,Southern black-backed gull,Larus dominicanus,LARDOM,2
1092002,-34,Giant petrel,Macronectes sp.,MACSP,1
1092002,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,9
1092002,-34,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092002,-34,Storm-petrel (unidentified),NA,STPEUN,8
1092003,-34,Giant petrel,Macronectes sp.,MACSP,1
1092003,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,4
1092003,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,202
1092003,-34,Australasian gannet,Morus serrator,MORSER,1
1092004,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,NA
1092005,-34,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092005,-34,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1092005,-34,Giant petrel,Macronectes sp.,MACSP,3
1092005,-34,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,9
1092005,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,73
1092005,-34,Australasian gannet,Morus serrator,MORSER,4
1092005,-34,Southern black-backed gull,Larus dominicanus,LARDOM,8
1092006,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092006,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092006,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092006,-34,Giant petrel,Macronectes sp.,MACSP,2
1092006,-34,Cape petrel,Daption capense,DAPCAP,2
1092006,-34,All dark shearwater (unidentified),NA,PUFSPDRK,1
1092007,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,5
1092007,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092007,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092007,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092007,-34,Giant petrel,Macronectes sp.,MACSP,2
1092007,-34,Cape petrel,Daption capense,DAPCAP,2
1092008,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,8
1092008,-34,Giant petrel,Macronectes sp.,MACSP,1
1092008,-34,Cape petrel,Daption capense,DAPCAP,8
1092008,-34,Buller's shearwater,Puffinus bulleri,PUFBUL,1
1092009,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092009,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092009,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092009,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092009,-34,Giant petrel,Macronectes sp.,MACSP,2
1092009,-34,Cape petrel,Daption capense,DAPCAP,2
1092009,-34,Shearwater (unidentified),Puffinus sp.,PUFSP,4
1092010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092010,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092010,-34,Giant petrel,Macronectes sp.,MACSP,2
1092010,-34,Cape petrel,Daption capense,DAPCAP,7
1092011,-34,White-headed petrel,Pterodroma lessonii,PTELES,NA
1092012,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092012,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092012,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092012,-34,Cape petrel,Daption capense,DAPCAP,2
1092012,-34,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092012,-34,Shearwater (unidentified),Puffinus sp.,PUFSP,1
1092013,-34,Red-tailed tropicbird,Phaethon rubricauda,PHARUB,NA
1092014,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092014,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092014,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092014,-34,Cape petrel,Daption capense,DAPCAP,3
1092014,-34,Shearwater (unidentified),Puffinus sp.,PUFSP,7
1092015,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092015,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092015,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092015,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092015,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092015,-33,Cape petrel,Daption capense,DAPCAP,3
1092015,-33,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
1092016,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092016,-34,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092016,-34,Shearwater (unidentified),Puffinus sp.,PUFSP,2
1092017,-33,Australasian gannet,Morus serrator,MORSER,NA
1092018,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092018,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092018,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092018,-33,Cape petrel,Daption capense,DAPCAP,2
1092018,-33,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1
1092020,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1092020,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092020,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1092020,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,3
1092020,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092020,-33,Cape petrel,Daption capense,DAPCAP,2
1092021,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1092021,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,7
1092021,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,2
1092021,-33,Cape petrel,Daption capense,DAPCAP,3
1092021,-33,Sooty shearwater,Puffinus griseus,PUFGRI,1
1092022,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092022,-33,Cape petrel,Daption capense,DAPCAP,1
1092022,-33,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2
1092023,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1092023,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1092023,-33,Cape petrel,Daption capense,DAPCAP,3
1092023,-33,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3
1092024,-33,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,8
1092024,-33,Black-browed albatross,Diomedea impavida / melanophrys,DIOIMPMEL,1
1092024,-33,Cape petrel,Daption capense,DAPCAP,2
1100001,-45,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100001,-45,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,1
1100001,-45,Salvin's mollymawk,Thalassarche salvini,THASAL,2
1100001,-45,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1
1100001,-45,Cape petrel,Daption capense,DAPCAP,6
1100001,-45,Sooty shearwater,Puffinus griseus,PUFGRI,50
1100001,-45,Southern black-backed gull,Larus dominicanus,LARDOM,25
1100002,-45,Salvin's mollymawk,Thalassarche salvini,THASAL,2
1100002,-45,Cape petrel,Daption capense,DAPCAP,3
1100002,-45,Sooty shearwater,Puffinus griseus,PUFGRI,500
1100002,-45,Southern black-backed gull,Larus dominicanus,LARDOM,20
1100003,-46,Cape petrel,Daption capense,DAPCAP,6
1100003,-46,Sooty shearwater,Puffinus griseus,PUFGRI,250
1100004,-46,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100004,-46,Giant petrel,Macronectes sp.,MACSP,2
1100004,-46,Cape petrel,Daption capense,DAPCAP,6
1100004,-46,Prion (unidentified),Pachyptila sp,PACSP,2
1100004,-46,Sooty shearwater,Puffinus griseus,PUFGRI,200
1100004,-46,Southern black-backed gull,Larus dominicanus,LARDOM,2
1100005,-46,Salvin's mollymawk,Thalassarche salvini,THASAL,1
1100005,-46,Giant petrel,Macronectes sp.,MACSP,1
1100005,-46,Cape petrel,Daption capense,DAPCAP,9
1100005,-46,Sooty shearwater,Puffinus griseus,PUFGRI,200
1100006,-46,Buller's mollymawk,Thalassarche bulleri,THABUL,1
1100006,-46,Giant petrel,Macronectes sp.,MACSP,2
1100006,-46,Cape petrel,Daption capense,DAPCAP,9
1100006,-46,Sooty shearwater,Puffinus griseus,PUFGRI,100
1100006,-46,Southern black-backed gull,Larus dominicanus,LARDOM,1
1100007,-46,Salvin's mollymawk,Thalassarche salvini,THASAL,1
1100007,-46,Giant petrel,Macronectes sp.,MACSP,1
1100007,-46,Cape petrel,Daption capense,DAPCAP,8
1100007,-46,Prion (unidentified),Pachyptila sp,PACSP,2
1100007,-46,Sooty shearwater,Puffinus griseus,PUFGRI,20
1100007,-46,Southern black-backed gull,Larus dominicanus,LARDOM,9
1100008,-46,Cape petrel,Daption capense,DAPCAP,7
1100008,-46,Prion (unidentified),Pachyptila sp,PACSP,3
1100008,-46,Sooty shearwater,Puffinus griseus,PUFGRI,15
1100008,-46,Southern black-backed gull,Larus dominicanus,LARDOM,6
1100009,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100009,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100009,-45,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1100009,-45,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1
1100009,-45,Cape petrel,Daption capense,DAPCAP,12
1100009,-45,Sooty shearwater,Puffinus griseus,PUFGRI,8
1100009,-45,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1
1100010,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100010,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100010,-45,Southern royal albatross,Diomedea epomophora,DIOEPO,1
1100010,-45,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2
1100010,-45,Cape petrel,Daption capense,DAPCAP,14
1100010,-45,Mottled petrel,Pterodroma inexpectata,PTEINE,6
1100010,-45,Sooty shearwater,Puffinus griseus,PUFGRI,6
1100011,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1100011,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,6
1100011,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100011,-45,Southern royal albatross,Diomedea epomophora,DIOEPO,2
1100011,-45,Cape petrel,Daption capense,DAPCAP,2
1100011,-45,Sooty shearwater,Puffinus griseus,PUFGRI,4
1100012,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,7
1100012,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100012,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,4
1100012,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100012,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100012,-45,Cape petrel,Daption capense,DAPCAP,1
1100012,-45,Sooty shearwater,Puffinus griseus,PUFGRI,6
1100012,-45,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2
1100013,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100013,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100013,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100013,-45,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1
1100013,-45,Sooty shearwater,Puffinus griseus,PUFGRI,3
1100013,-45,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2
1100014,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100014,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100014,-45,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100014,-45,Prion (unidentified),Pachyptila sp,PACSP,30
1100014,-45,Sooty shearwater,Puffinus griseus,PUFGRI,2
1100014,-45,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,8
1100015,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100015,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100015,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100016,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100016,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100016,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100016,-44,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2
1100017,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,2
1100017,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100017,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100017,-44,Giant petrel,Macronectes sp.,MACSP,1
1100017,-44,Prion (unidentified),Pachyptila sp,PACSP,2
1100017,-44,White-faced storm petrel,Pelagodroma marina,PELMAR,1
1100017,-44,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1
1100018,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100018,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
1100018,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,3
1100018,-44,Wandering albatross,Diomedea antipodensis / exulans,DIOANTEXU,1
